image_url,text
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Apsectus.jpg,"Apsectus species.<br>Merizo, June 11, Swezey, two specimens of this small black dermestid.<br>Determined by E. A. Chapin."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Xylothrips religiosus.jpg,"1. Xylothrips religiosus (Boisduval).<br>X ylopertha religiasa Boisduval, Voy. Astrolabe, 460, 1835.<br>Xylothrips religiasus (Boisduval) Lesne, Soc. Ent. France, Ann. 69: 624,<br>ﬁgs. 473, 475-477, 1900.<br>Machanao, June 4, under bark, Swezey, one specimen.<br>Generally distributed in the Paciﬁc islands‘"
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Harminia arcuata.jpg,"1. Harmonia arcuata (Fabricius).<br>Coccimlla armam Fabricius, Mant. Ins. 1:55, 21, 1787, Crotch, Revision<br>Coccinellidae, 110, 1874i<br>Harmonia. octomaculata var. urmata (Fabricius) Schultze, Philip. Jouri<br>Sci. 11, D: 35, 1916.<br>Harmonia m-cuam (Fabricius) Timberlake Ms,<br>Yigo, April 13, Bryan<br> lnarajan, June 8, in rice ﬁeld, Swezey, Usinger<br><br>Merizo, June 11, in corn ﬁeld, Swezey<br> Barrigada, June 24, in corn ﬁeld,<br>Swezey<br> Dededo, Aug. 11, Swezey<br> Piti, Aug. 14, Oct. 1, Nov. 4, in corn ﬁeld,<br>Swezey<br> Merizo, Oct. 2, in rice ﬁeld, Swezey<br> Yona, Nov. 18, on corn, chzey.<br>This large, spotted ladybeetle was found already present in Guam, by Full»<br>away, in 1911. There is no record of when it was introduced. It has a wide<br>distribution: China, Philippines, Singapore, Java, Cape York, New Caledonia,<br>Cape of Good Hope, Queensland, Fiji. It feeds on plant lice and is a veiy<br>effective enemy of the corn aphis. It is often present in large numbers in corn<br>ﬁelds infested with aphisi It is also found abundant in rice ﬁelds where it is<br>reputed to feed on leafhoppers. ‘"
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Phloeonomus hebridensis.jpg,"3. Phloeonomus hebridensis Bernhauer, Stylops 3: 18, 1934.<br>Upi Trail, May 5, ex ﬁg on ground, Swezey<br> Santa Rosa, May 19, Swezey<br><br>Piti, May 22, ex rotten breadfruit on ground<br> Nov. 7, ex rotten bean pod,<br>Swezey<br> Barrigada, June 14, in trash under banyan tree, Usinger, July 6,<br>Swezey<br> Mt. Alifau, June 27, in Pandcmus fruit on ground, Swezey <br> Dededo,<br>Aug. 11, on wild papaya, Swezey<br> Asan, Aug. 22, in rotten breadfruit on<br>ground, Swezey<br> 33 specimens.<br>Described from New Hebrides. Commonly found in Guam preying on<br>scavenger insects in rotten fruits on the ground."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Bidessus gentilis.jpg,"4. Bidessus gentilis Sharp, Ent. Soc. London, Trans” 344, 1890. Zimmer—<br>mann, Coleopt. Catalog. (71) : 53, 1920.<br>Agana Swamp, May 4, Usinger, ﬁve specimens. (Determined by I.<br>Balfour—Browne One specimen retained for the British Museum)<br>Described from Ceylon. Collected on only one occasion in Guam."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Bitoma siccana.jpg,"2. Bitoma siccana (Pascoe).<br>Xuthia simma Pascoe, Jour. Rm, 2: 128, pl. 8, ﬁg. 1, 1863.<br>Bitoma ximum (Pascoe) Arrow, Ann. Mag. Nat. Hist. VIII, 4: 193, 1909,<br>Ins. Samoa 4(1) :48, 1927.<br>Agat, May 31, under bark, Usinger<br> Machanao, June 4, under bark,<br>Swezey<br> Fadian, Aug. 19, under bark of dead Annona reticulum, Swezey.<br>A widely distributed species, known in Samoa, New Caledonia, Christmas<br>Island, Moluccas, Philippines, Macassar, Sumatra, Malay Peninsula, India.<br>Seychelles. We found a few in Guam in 1936."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Inopeplus metallescens .jpg,"Besides these species, there were about half a dozen species of cucujids<br>among miscellaneous Coleoptera sent for determination to the British Museum,<br>and some of which yet remain to he reported our<br>4. Inopeplus metallescens Fairmaire, Soc. Ent. France, Ann. VI, 1:254,<br>1881. Arrow, Insects of Samoa 4(1) :43, 1927‘<br>We found this species abundant in Guam, under bark, especially at Ma-<br>chanao, June 4, where there was quite a clearing of felled trees which had<br>attracted a good many insects, and in which many of the logs had loosened<br>bark. About 50 specimens were collected by Swezey and Usinger. Also col«<br>lected at Barrigada, July 6, 22, under bark of I ntsia bijuga, Swezey. E. C.<br>Zimmermau’s determination. This species was described from Fijil It also<br>occurs in Tonga and Samoa."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Tillus notatus.jpg,"2. Tillus notatus Klug, Mon. Cleridae, 276, 1842. Schenkling, Coleopt.<br>Catalog. (23) : 12, 1910.<br>Tillus bipartitm Blanchard, Voy. P616 Sud. 4: 59, pl. 4, ﬁg. 13, 1853.<br>Piti, Nov. 15, swept from bamboo, Swezey, one specimen Fullaway, 1911.<br>This species was described from the East Indies, and also occurs in Su—<br>matra, Philippines and Japan. The species bipart-itus was described from<br>Guam, but has been synonymized with notatus. Determined by E. A. Chapin,<br>U. S. National Museum."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Phytorus lineolatus.jpg,"1. Phytorus lineolatus Weisc (?), Philip. Jour. Sci. 8, D 2 220, 1913.<br>Talofofo, March 28, April 1, on mango, Bryan<br> Tumon, April 2, Bryan<br><br>Tiyan, April 2, on mango, Bryan<br> Ritidian Pt., April 15, on ferns, Bryan<br><br>Yona, April 29, Bryan <br> Piti, April 30, on H ibiscu»: tiliaceus, Swezey, Usinger,<br>July 26, at light, Swezey, Sept. 26, on mango, Swezey, Oct. 6, at light,<br>Swezey, Nov. 29, on bamboo, Swezey<br> Agana, May 4, on mango, May 25, on<br>Pithccolobium dulce, Swezey<br> Upi Trail, May 5, Bryan<br> Dededo, May 11, on<br>C ycas, Usinger, on Ochroxia, Swezey<br> Inarajan, May 7, on coconut, June 8,<br>on mango, July 25, on Bavringtom‘a racemosa, Swezey <br> Umatac, May 28, on<br>mango and leespesia populnea, Swezey <br> Agat, May 31, on H crud-”din peltata,<br>Swezey<br> Merizo, June 11, on grape and mango, Swezey, Usinger <br> Sinajana,<br>June 15, Swezey<br> Mt. Aliian, June 17, on M acamnvga, Swezey<br> Dandan, July<br>17, on Glochidion and Citrus, Swezey<br> Orote Pen., on mango and M allams,<br>Swezey <br> Yigo, Oct. 21, on small—leaved Firm, Nov. 13, on Tc-rmi-nalia, catappa,<br>Swezey<br> Tumon, Nov. 13, on mango, Swezey<br> Yona, Nov. 18, on corn,<br>Swezey.<br>Determined by H. S. Barber by comparison with specimens in the Baker<br>Philippine collection determined by W eise and marked with a (P). Guam<br>specimens have previously been determined as P. p'i-nguris and Pi ﬁtmct'icallis,<br>but do not have the strong spine of front lemora as in ping-”is, nor the distinct<br>puncturation ol thorax as in [)unct‘icallis. An abundant chrysomelid, which<br>sometimes defoliates mango trees. Many other kinds of trees are also fed .on<br>by this beetle. The larvae are unknown and nothing has been learned of the<br>life history of the species The species was described from the Philippines."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Cryptamorpha desjardinsi.jpg,"1. Cryytamorpha desjardinsi (Guerin).<br>Psammoecus desjard'imi Gueriu, IC. Regn. A11. 1115., 196, 1829.<br>Crypta-morpha dexju-rdimi (Guerin) Sharp, Fauna Hawaii. 3(4):428,<br>1908.<br>Piti, July 27, on sugar cane, Swezey, one specimen of this cosmopolitan<br>species."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Philonthus discoideus.jpg,"10. Philonthus discoideus Gravenhorst, C01. Micr. Brunsv., 38, 1802. Bern-<br>hauer and Schubert, Coleopt. Catalog. (57) : 335, 1914. ‘w<br>Piti, April 27, Bryan, July 27, chzey, two specimens A cosmopolitan<br>species."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Endynomena pradieri.jpg,"3. Endynomena pradieri (Fairrnaire).<br>Plachianus pradieri Fairmaire, Rev. Mag. Zool‘ H, 1: 34, 1849.<br>Endynamemz pradz'eri (Fairmaire) Andrews, Ins. Samoa 4(1): 12, ﬁg, 9,<br>1927.<br>Machanao, June 30, Usinger, one specimen."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Uloma rufilabris .jpg,"*5. Uloma ruﬁlabris Fairmaire, Notes Leyden Mus. 4:226, 1882. Gebien,<br>Coleopt. Catalog. (28) : 404, 1911. Schultze, Philip. Jour. Sci. 11, D:<br>69, 1916.<br>Sinajana, June 15, Swezey <br> Piti, June 10, Sept. 21, under cow dung, Swe—<br>zey<br> Piti, Oct. 19, at light, Swezey<br> four specimens."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Colpodes.jpg,"2. Colpodes, new species (?).<br>Piti, April 30, on leaves of H ibz'sc'lcs t'iliaceus, Swezey<br> Piti, July 22> Aug.<br>19, at light, Swezey.<br>Four specimens of this shiny black species were obtained. The specimens<br>were sent to the British Museum for determination and listed as ”Col‘bodea~<br>511 n. ?”, but none have been returned."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Aphodius lividus.jpg,"3. Aphodius lividus (Olivier).<br>Scarabaem lit/Mus Olivier, Em. 1: 86, pl. 26 ﬁg 222,1789<br>Aphodius lividus (Olivier) Gemminger and Harold, Coleopt. Catalog. (4) 2<br>1051, 18691<br>Piti, May 30, in cow dung, ILuie 24, in rotten breadfruit, July 27, Sept. 21,<br>in cow dung, Swezey. Fullaway, 1911.<br>This cosmopolitan species was collected a few times in Guam."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Gyrophaena moluccensis.jpg,"13. Gyrophaena moluccensis Fauvel, Mus. civ. stor. nat. Genova, Ann. 12:<br>291 1878 Bernhauer and Scheerpeltz, Coleopt. Catalog. (82). 532, 1926<br>Yona, May 12, 10 specimens<br> Mt Alifan, MayZl, one specimen<br> all from<br>fungus, Usinger.<br>Desc1ibed from Moluccas."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Chrysodema ventralis.jpg,"2. Chrysodema ventralis \Naterhouse, Ann. Mag. Nat. Hist, V, 15: 381,<br>1885. Obenberger, Coleopt. Catalog. (84) : 135, 1926.<br>Dededo, Aug, 11, on corn leaf, Swezey<br> Piti, Aug. 13, 24, Sept. 21, Oct. 12,<br>25, 27, Nov. 6, Swezey,<br>Described from Guam, Ladrone Islands and not recorded elsewhere. This<br>sdmewhat smaller bright green species was more abundant. One or two speci~<br>mens were swept from Glochidion marimmm trees on several occasions at Piti."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Trogophloeus exiguus.jpg,"5. Trogophloeus exiguus Erichson, Kif. Mark Brandenb., 604, 1839. Bern-<br>haucr and Schubert, Coleopt. Catalog. (29) : 105, 1911.<br>Umatuc, May 28, Usinger, one specimen. A cosmopolitan species."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Necrobia rufipes.jpg,"1. Necrobia ruﬁpes (De Geer).<br>Clem/ts mﬁpes De Geer, Mem. Ins. 5: 165, 1775.<br>N ecrobia mﬁpes (De Geer) Howard and Marlatt, U. S. Dept. Agrio, Bur,<br>Ent. Bull. 4, new set.: 105, ﬁg. 49, 1902.<br>Piti, April 30, Swezey<br> Tarague, May 17, Swezey<br> Piti, June 1, Sept 9,<br>21, 26, in house, Sept. 30, Oct. 10, at light, Swezey. Fullaway, 1911.<br>This cosmopolitan beetle was present in great numbers in warehouse where<br>copra was stored at Piti."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Dactylosternum abdominale.jpg,"1. Dactylosternum abdominale (Fabricius).<br>Sﬂhaeridium abdominale Fabricius, Ent. Syst, 1, 79, 1792.<br>Dactylosternmn abdominale (Fabricius) Sharp, Fauna Haw. 3(5) : 579,<br>1908. d’Orchymont, Ins. Samoa 4(1) : 30, 1927.<br>Dededo, May 19, in rotten banana stem, Usinger, Sept. 7, in rotten banana<br>stem, Swezey<br> Asan, Aug. 22, in rotten breadfruit on ground, Swezey<br> Piti,<br>Sept. 20, in rotten breadfruit, Swezey<br> Agana, Oct. 3, in royal palm top where<br>infested by Rhabdocnami: abscura, Swezey<br> Yigo, Nov. 13, in rotten banana<br>stem, Swezey.<br>A widely distributed species, throughout the tropics. Occurs in Hawaii<br>and Samoa. Determined by L. L. Buchanan, U. S. NationalMuseum."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Ataenius gracilis.jpg,"1. Ataenius gracilis (Melsheimer),<br>Oxyomus gmcilis Melsheimer, Phila. Nat. Sci. Acad, Proc. 2: 137, 1844.<br>Ataem'us gracilis (Melsheimer) Horn, Am. Ent. Soc., Trans. 3 : 286, 1871.<br>Yona, April 29, among dead leaves, Bryan<br> Inarajan, June 8, in rice ﬁeld,<br>Usinger<br> Piti, Sept. 21, in cow dung, Swezey.<br>This species is widely distributed in North and South America Determined<br>by E. A. Chapin, U. S. National Museum."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Haptoncus ocularis.jpg,"4. Haptoncus oculan's (Fairmaire).<br>Epuraea ocularis Fairmaire, Rev. Mag. Zool. 11, l: 363, 1849.<br>Haptuncm ocular-ix (Fairmaire) Grouvclle, Coleopt. Catalog. (56) :97,<br>1913.<br>Dededo, Aug. 11, ex Wild papaya, Swezey ,' Fadian, Aug. 19, ex rotten seed<br>of Ochrocm‘p'zm abawlis, Swezey<br> Asan, Aug. 22, in rotten breadfruit, Swezey.<br>Distributed in Asia and the East Indies. Not abundantly collected in Guam.<br>Determined by G. E. Bryant, British Museum."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Pullus.jpg,"11. Pullus species,<br>Machanao, June 2, 30, Swezey, two specimens.<br>A small black species. Determined by E. A. Chapiu, U‘ S. National<br>Museum."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Gelonaetha hirta.jpg,"3. Gelonaetha hirta (Faimiaire).<br>Stromatimn hirl‘mn Fairinaire, Rev. Mag. Zool. 11, 2 z 60, 1850.<br>Astri'mm hirtu: (Fairmaire) Sharp, Fauna Hawaii. 2(3) :96, 1900.<br>Gelanaetha hsi'rta (Faimaaire) Gahan, Fauna Brit. India, Coleopt. 1: 155,<br>ﬁg. 62, 1906. Aurivillius, Coleopt. Catalog. (39) : 126, 1912.<br>Machanao, June 4, Swezey<br> Piti, June 8, Swezey<br> Piti, Sept. 7, at light,<br>Swezey. Three specimens.<br>This beetle is known in India, Philippines and Tahiti. It is now recorded<br>from Guam for the ﬁrst time."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Agrilus occipitalis .jpg,"4. Agrilus occipitalis (Eschscholtz).<br>Buprestis acripifa-lis Eschscholtz, Entomong 79, 1822,<br>Agr'ilm accipitalis (Eschscholtz) Obenbergel‘, Coleopt. Catalog. (152) :<br>1094, 1936.<br>Yona, March 28, on tangerine trunk, Bryan<br> Inarajan, May 7 , 011 lime tree,<br>Bryan<br> Barrigada, 1mm 14, on Citrus) Usinger <br> Machanao, Aug. 6, Swezey<br><br>Agana, Aug. 7, on Citrus, Swezey<br> Piti, Oct, 2, Nov. 6, beaten from Citrus,<br>Swezey. Fullavvay, 1911,<br>Described from the Philippines, also recorded from China and Turkestan.<br>This small black species was common 011 dead branches of Citrus."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Sessinia livida.jpg,"Sessim‘a livida (Fabricius).<br>Lagria» livfda Fabricius, Syst. But, 14, 1775.<br>Sessinia liwida (Fabricius) Blair, Insects of Samoa, 4(2) :93, 1928.<br>Piti, June 8, 13, at light, Swezey, two specimens. Fullaway, 1911,<br>This light brown species was described from Tahiti. It occurs also in<br>Samoa, Tonga, Fiji and Ellice Islands. Determination was veriﬁed by H. S.<br>Barber."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Noteropagus obscurus.jpg,"3. Noteropagus obscurus d’Orchymont, Soc. Ent. France, Ann. 88: 135,<br>1919. Knisch, Coleopt. Catalog (79): 155, 1924.<br>Ritidian Pt, April 16, Bryan, one specimen<br> Mt. Alifan, May 26, in papaya.<br>10g, Usinger, one specimen<br> Yigo, Nov. 13, in rotten banana stem, Swezey,<br>three specimens.<br>A. tiny black species, described from Borneo and Timor. One specimen<br>retained by Buchanan, U1 S. National Museum, and one specimen from Yigo<br>at British Museumi Determined by J. Balfour—Browne."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Lispinus foveatus.jpg,"1. Lispinus foveatus Fauvel, Mus. civ. stor. nat. Geneva, AmL 12 : 204, 1878.<br>Inarajan, May 14, Swezey, two specimens.<br>Described from New Guinea."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Dinoderus minutus.jpg,"3. Dinoderus minutus (Fabricius).<br>Bostrithus minutm Fabricius, Syst. Elm, 54, 1775‘<br>Dinoderw Arm-Mums (Fabricius) Lesne, Soc<br> Ent. France, Ann. 66: 323,<br>329, ﬁgs. 12, 17, 18, 20,23, 24, 27, 1897.<br>This cosmopolitan beetle was found infesting the bamboo shades on the<br>porch of our residence at Piti, collected June 1, Swezey. Specimens determined<br>by W. S, Fisher, U. S. National Museuml"
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Ataenius cognatus.jpg,"2. Ataenius cognatus (Le Comte).<br>Euparia cognata Le Comte, Phila. Nat. Sci. Acad., Proc., 65, 1858.<br>Ataenius mgmztm' (Le Comte) Gemmiuger and Harold, Coleopt. Catalog,<br>(4) z 1066, 1869.<br>Piti, July 27, Sept. 14, in corn ﬁeld, Sept. 21, in cow dung, Swezey,<br>Dr. Chapin says that it may not be this species, as several species are<br>involved in what has been called cognams. Only a few specimens were collected<br>in Guam."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Haptoncus luteolus.jpg,"3. Haptoncus 1uteolus (Elichsou)<br>Epm’aea luteola Erichson, Germ. Zeitschr 4: 272, 1843. Horn, Am. Ent.<br>Soc, Trans. 7: 301, 1879.<br>Haptumm lutealm (Erickson) Grouvelle, Coleopt. Catalog. (56) :96,<br>1913.<br>Mt. Alifan, May 26, Usinger. June 27, abundant in rotten Pandtmux fruit<br>on ground, chzey<br> Piti, June 7, on sugar cane infested with Pxeurlococtus<br>bonim‘is, Aug. 3, under stone, Sept. 20, in rotten breadfruit on ground, Oct. 23,<br>in rotten sugar cane, Swezcy. F uIIaway, 1911.<br>Another widely distributed species in the tropics, and abundant in Guam."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Oligota flavicornis.jpg,"12. Oligota ﬂavicornis Lacordaire, Faun. Ent‘ Paris 1:521, 1835, Bem—<br>hauer and Scheerpeltz, Coleopt. Catalog. (82) : 512, 1926.<br>Orote Point, July 19, Aug. 2, predacious on leaf mites on I pomom vines,<br>Swezey, 13 specimens. A European species."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/miscellaneous-families-of-guam-coleoptera/merged_images/Chlorophorus annularis.jpg,"4, Chlorophorus annularis (Fabricius).<br>. Carllidium amzularis Fabricius, Mant. Ins. 1: 156, 1787.<br>C/rlarophorus annularis (Fabricius) Chevrolat, Soc. Roy. Sci. Liege, Mem.<br>18: 290, 1863. Aurivillius, Coleopt. Catalog, (39) : 402, 1912. Schultze,<br>Philip. Jour. Sci. 11, D: 107, 1916.<br>Merizo, April 24, Bryan<br> Barrigada, Aug. 28, attracted to corn tassels,<br>Swezey. Fullaway, 1911.<br>The bamboo borer occurs in India, Burma, Siam, China, Japan, threuglﬁr<br>the Malay Archipelago to New Guinea. It has been known in Hawaii since<br>1905, doubtless introduced in bamboo furniture or other articles."
