image_url,text
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/thrips-of-guam/merged_images/Haplothrips phyllanthi.jpg,"14. Haplothrips phyllanthi, new species.<br>Female holotype: color dark brown including all iemora and middle and hind tibiae<br><br>fore tibiae clear yellow with a slight dusky shading on outer margins<br> fore tarsi yellow,<br>middle and hind tarsi light brown, Antennal segments 1, 2, 7 and S brown, with 2 lighter<br>at tip<br> 3 to 6 Clear yellow with 6 slightly shaded in outer portion. Wings entirely clear.<br>Prominent spines brown.<br>Head approximately as wide as long, broadly rounded<br> cheeks arched<br> eyes large,<br>fully one third’length of head<br> mouthcone short, stumpy<br> third antenna] segment sym-<br>metrical, with only the outer sense cone present, hardly twice as long as wide<br> fourth<br>segment broadly rounded. not quite twice as long as wide, with {our sense cones<br> post-<br>ocular spines about three fourths as long as cyes, with dilatcd tips. All spines present on<br>protliorax and with dilated tips, Fore tarsus without tooth. Forewings with six double<br>fringe hairs. Tube about one half as long as head and approximately twice longer than<br>width at base. Hairs at end of tube longer than tuber<br>Total body length 1.57 mm.<br> head length 0.16 mm, width 0.15 mm. Prothnrax length<br>0117 mm, width including coxac 0.22 mm<br> tube length 0.088 rnmi, width at base 0.048<br>mm. Antennal segments length (width) : H, 30 (24) <br> III, 40 (23) <br> IV, 46 (30)<br> V, 40<br>(23) <br> VI, 33 (20) <br> VII, 30<br> VIII, 20 microns, Spines at end of tube 100 microns.<br>Male allotype: similar to female in color and shape but fore tarsus with a short,<br>broad-seated tooth.<br>Orote Peninsula, Aug. 2, on leaves of Phylla-utlms marianmJ holotype<br>female, allotypc male) and three paratype males, chzcy (5480)<br>This species may be compared with aculealm and kowdjzmwwi but these<br>two have pointed body spines<br> cahiremis another species with antennal seg—<br>ments three to six yellow has the third segment asymmetrical and with two<br>sense cones<br> cooperi would seem to be more nearly related but this spccics has<br>broader wings, the third antennal segment is stouter and the thoracic spines<br>are clear."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/thrips-of-guam/merged_images/Thrips leucaenae.jpg,"8. Thrips leueaenae, new species.<br>Female holotype: head and thorax golden brown with back of head lighter and sides<br>of pterothorax darker, abdomen brown<br> antennal segments 1, 2, and 4 to 7 brown with<br>extreme bases of 4 and 5 lighter, segment 3 yellow <br> legs yellow with outer middle portions<br>of middle and hind femora darkened with brown<br> wings brownish, lighter at base<br> promi~<br>nent spines on body and wings brown<br> erescents of oeelli dark orange.<br>Head clearly wider than long, cheeks arched, back of head cross striate<br> ocelli large,<br>with a stout spine immediately in front of and behind each posterior ocellus <br> ﬁfth antennal<br>segment broadly joined to six, Prothorax faintly cross striate and rather conspicuously<br>spinosc<br> posterior margin normally with three inner spines on either side. Spines of meta-<br>notal plate placed immediately on the anterior margin. Spines on fore vein of forcwing<br>as follows: (right wing) four basal, followed by nine continuing to past middle of wing,<br>two and one distal<br> (left wing) four basal, followed by six and then l—l—l—l<br> hind vein<br>with ﬁfteenesixteenr Abdominal segments 3 to 7 each with a dark brown transverse line<br>near anterior margin<br> comb on posterior margin of segment 8 complete but weak<br> tenth<br>segment with complete dorsal suture<br>Total body length 1.04 mm<br> had length 0.13 mm, width 0.16 n1m.<br> prothorax length<br>0.14 mm., width 0.20 mm<br> spines on posterior angles of prothorax, outer 66, inner 82<br>microns<br> on ninth abdominal segment 106 and on tenth 113 microns. Antennal segments,<br>length (width): II, 33 (24)<br> III, 40 (18)<br> IV, 53 (16)<br> V, 40 (16)<br> VI, 50 (16)<br><br>VII, 16 microns.<br>Piti, May 1, June 22, in ﬂowers of Lamacna gloom (5464) and Earring—<br>tom'a rat-ammo (5474), holotype female, ﬁve paratype females, Swezey.<br>The spines of fore veins of lorewings of the paratypes show much varia-<br>tion, one paratype having four basal followed by a second series of four and<br>with three distal. A second paratype, on the right wing, has four basal, four<br>‘ median and four widely scattered distal spines, while on left wing there are<br>four basal, followed by six reaching to middle of wing and four scattered in<br>distal half.<br>T, leucaenac is most closely related to T. hawa-iimwis i-mvilnrtor Priesner<br>(albi/Jer Bagnall) and might possibly be a variation of this species However<br>until more specimens are available for comparison, it seems advisable to hold<br>it as a separate species. I have examined a long series of T, hawaiiemis from<br>the Hawaiian islands, China and Japan and the arrangement of spines on the<br>fore vein is consistent with the usual two groups of three or four at the base<br>and the three, sometimes four, distal spines. The basal spines invariably end<br>opposite the second or third spine in the series on the posterior vein, never<br>extending to or beyond the middle of the wing. The posterior angle spines of<br>the prothorax also are longer in leucacnae than in Izavwaiicnsis or its variety<br>imitator."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/thrips-of-guam/merged_images/Haplothrips gowdeyi.jpg,"15. Haplothrips gowdeyi (Franklin).<br>A-nthothrips gnwd-eyi Franklin, U. S. Nat. Mua, Proc. 33: 724, ﬁg‘s., 1908.<br>Haploth-ips gawdeyi (Franklin) Hood, Inscc. Insc. Menstr. 1(12) : 152,<br>1913.<br>Merizo, June 11, on Heliatmpium indimm, ﬁve females, Usinger (5486)."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/thrips-of-guam/merged_images/Macrophthalmothrips usingeri.jpg,"11. Macrophthalmothrips usingeri, new species.<br>Male holotype: predominating color brown with red hypoderxnal pigment<br> top of<br>head brown, sides lighter and yellowish<br> eyes black<br> prothorax with a median brownish<br>patch and lighter at the sides<br> pterothorax mostly brown<br> abdomen mostly brown with<br>whitish areas at sides of segments two to seven, segments eight to ten uniformly deep<br>brown. ’Antennal segments 1 and 2 clear yellow, 3 light brownish yellow, 4 brownish<br>yellow in basal half, brown in distal half, 5 to 3 dark brown with 5 and 6 lighter at<br>extreme bases. All coxae deep brown<br> otherwise fore legs clear yellow except the blackish<br>thickening at base of femora, a blackish area on outer third quarter of tibia and dark spot<br>on tarsus. Middle and hind femora blackish brown in basal two-thirds, whitish yellow in<br>distal third<br> middle and hind tibiae blackish brown in middle third, whitish yellow in<br>basal and distal thirds. \Vings clear. Spines clear. Eyes occupying entire front of head<br><br>cheeks swollen behind eyes, bearing a group of three short, stout, transparent spurs on<br>each side at crest of swelling. Each of enlarged fore femora with an armature on inner<br>side at end of basal third which is about one third as longr as the width of femur at this<br>point Three or four stout transparent spurs on dorsal surface at base of armature and one<br>other on inner margin half way between base of armature and end of femur. Mouth cone<br>long. extending part way over mesosternurn. Six double fringe hairs on each forewing.<br>Total body length, abdomen distended, 1.82 mm. <br> head length 0.259 mm., width 0.17<br>mm.<br> mouth cone 0220 mm. long. Antennal segments length (width): I completely<br>covered by eyes<br> II, 40 (26) <br> III, 80 (20)<br> IV, 63 (23)<br> V, 50 (20) <br> VI, 63 (20)<br> VII,<br>36<br> VIII, 23 microns. Width of {ore iemora 0.090 mm, length of spur in inner margin<br>0.030 mm.<br>Maehanao, May 30, on algae-Covered bark, holotype male, Usinger, after<br>whom the species is named (5489).<br>This species is characteristic of the genus. Its nearest relative is probably<br>narcisxw Hood found in the Panama Canal Zone. In “animus the abdomen<br>is “darkest at base and much paler distally” while in mingeri the last three<br>abdominal segments are deep brown and much darker thzm the preceding seg»<br>ments. In narcisws the fore feniora are ”pale yellowish white at either end,<br>middle portion pale brownish and usually darker ventrally” while in usingeri<br>the fore femora are entirely clear yellow with only a blackened basal ring. In<br>{mlclzellur all femora are blackish brown."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/thrips-of-guam/merged_images/Karnyothrips melaleuca.jpg,"13. Karnyothrips melaleuca (Baguall).<br>Hindsiana melaleuw Bagnall, Ent. M0. Mag. II, 21 :61, 1911.<br>Kamyotlwips meld-lama (Bag‘nall) Hood) PamPaciﬁc Ent. 3(4) : 176, 1927.<br>Yona, May 12, on young coffee berries, one female, Usingcr (S490)"
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/thrips-of-guam/merged_images/Selenothrips rubrocinctus.jpg,"2. Selenothrips rubrocinctus (Giard).<br>Plzywpus rubricincta Gial‘d, Soc. Ent. France} 131111., 263, 1901.<br>Salami/vim rubrocinctus (Gial‘d) Karny, Ent. Rundschau, J'ahrg. 28:<br>179181) 1911‘<br>Dededo, on leaves of Torminaliar cam/ma (4567) <br> Agana, on Pithecalobi-um<br>dulce leaves (S471)<br> Piti, on mango leaves (S472)<br> Piti, on rose (5484)<br><br>Iuarajan, on Barringlonia mcwwm (5492). Many females, Other specimens<br>were taken from unknown hostplants."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/thrips-of-guam/merged_images/Machatothrips artocarpi.jpg,"20. Machatothrips artocarpi Moulton, Nat. Hist. Formosa, Trans. 18: 322.<br>1928.<br>Upi, May 5, under bark of H ibixcus tiliavreus, ﬁve specimens (5465) <br> PitiJ<br>Oct. 1, under bark of H eritim'a littoralis, eight specimens (5483) <br> Yigo, Oct,<br>18, under bark of Elacocarpus jogm two specimens (5485) <br> all collected by<br>Swezey."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/thrips-of-guam/merged_images/Gynaikothrips uzeli.jpg,"10. Gynaikothrips uzeli (Zimmermann).<br>M math-rip: useli Zimmermann, Inst. Bot, Buitenzorg, Bull. 7: 12, 1900.<br>Gynaikothrip: uzeli (Zimmermann) Karny, Treubia 3: 325, 1923‘<br>Orote Pt, May 24, on leaves of Ficm species, thirteen females, six males,<br>Swezey (5470).<br>The thrips were very abundant in rolled and crumpled new leaves, causing<br>an abnormal growth, or even death."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/thrips-of-guam/merged_images/Belothrips articarpi.jpg,"on the underside of the head, in semiflamm the eyes are prolonged and extend<br>backward on the ventral side."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/thrips-of-guam/merged_images/Rhaebothrips lativentris.jpg,"21. Rhaebothrips lativentris Kamy, Suppl. Ent, Deutsch. Ent. Musv 2: 128,<br>1913.<br>Unmtac, May 14, on leaves of Elefwllmzrlapus :p'icams, seven females, four<br>males, Swezey (5466),"
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/thrips-of-guam/merged_images/Bolacidothrips orizae.jpg,"9. Bolacidothrips orizae, new species.<br>Female holotype: pale yellow with indistinct cloudings of gray on pterothorax and<br>on abdominal segments 1, 2, S, and 6<br> antennal segments 1 to 4 clear yellow, 5 to 7 grayish<br>brown. Each iorewing is darkened with gray at extreme base and has two dark cross<br>bands which correspond with the gray markings on thorax and abdomen.<br>Total body length 1.14 mm<br> head length 0.147 mm, Width 0132 mm<br> prothorax<br>length 0.12 rnrni, width 0.14 mm<br> spines on posterior angles of prothorax, outer 60, inner<br>40 microns<br> inner spines on anterior margin 23 microns. Antennal segments length<br>(width): 1,23 (26)<br> II, 33 (23) <br> III, 43 (16)<br> IV. 40 (16)<br> V, 40 (16) <br> VI, 53 (16)<br><br>VII, 18<br> total 250 microns.<br>Inaraj an, June 25, on rice holotype female, two paratype females, Usinger<br>(5488).<br>This species is co-generic with gra-M'Lim's Priesner but may be distinguished<br>by its darkened ﬁfth antennal segment and the uniformly light terminal seg-<br>ments of abdomen. In graminis, only the tip of the ﬁfth antennal segment is<br>clarkened, and six is pale grayish in basal half."
https://github.com/aubreymoore/insects-of-guam-datamining/raw/master/b172/thrips-of-guam/merged_images/Belothrips artocarpi.jpg,"19. Bolothrips artocarpi, new species.<br>Female holotype: head and abdominal segments 5 to 9 black, thorax and abdominal<br>segments 1 to 4 deep golden brown and blackened at the sides. Antennal segments 1 to 4<br>mostly golden brown with distal half of 3 and much of 4 mottled with gray<br> S to 8<br>uniformly deep brown. Legs blackish brown with inner distal ends of all iemora whitish<br>to golden yellow<br> fore tibiae golden brown, middle and hind tibiae blackish brown. Wings<br>washed with brown, darkened at bases, Prominent spines blackish brown.<br>Head only slightly longer than wide, cheeks broadly rounded and evenly narrowed<br>to base<br> eyes fairly small and ﬂattened on outer margin Antennae one and one third<br>longer than head, segments 3 to 7 pedicellate, 3 and 4 oblong conical, 5 and 6 broadly<br>clavate, 8 clearly separated but broadly joined with 7. Postocnlar spines placed close<br>behind eyes, pointed. Prothorax with a median, full length darkened line<br> with all normal<br>spines present, pair at posterior angles long, pointed, others very short. Fore tarsi<br>unarmed. Forewings with eight double fringe hairs. Tube two thirds as long as head.<br>Total body length 1.96 mm<br> head length 025 mm., width behind eyes 022 mm.<br><br>prothorax length 0.117 mm., width excluding coxae 0.279 mm<br> tube length 0.176 mm,<br>width at base 0.073 mm. Antennal segments length (width) : III, 66 (31) <br> IV, 60 (33) <br><br>V, 56 (31)<br> VI, 56 (31)<br> VII, 36 (26) <br> VIII, 23<br> total 330 microns. Length of spines,<br>postoculars 60 microns, on prothorax, inidlaterals and those on anterior angles about<br>equal, 26 microns<br> outer on posterior angles 76 inner 46 microns<br> on ninth abdominal<br>segment 100 and at tip of tube 140 microns.<br>Mt. Alifan, May 21, on (lead twigs of Artacar/Jzis Conmumis, holotype<br>female, one paratype female, Swezey (5468).<br>This species has the general appearance of H a/Jlathrips h-oad'i Morgan in<br>color and general appearance, according to Morgan's description, especially in<br>the lighter colored proximal antennal segments which become gradually darker<br>and also because of the light color of inner distal tips of all femora. It appears<br>however that the species should more properly be placed in the genus Bala-<br>lhri/u, and close to B. semiflaws Moulton [13. P. Bishop Mus. Occ. Papers 15<br>(12) : 147, 1939], which name refers to the color of the antennae. The species<br>arramrpi may be separated from semiflavm by the rounded shape of the eyes"
